report_id,report_text,sif_potential,life_saving_rule,activity,location,barrier_failure,report_type,site
OIL_00743,"During routine operations, unsafe positioning was identified while carrying out pipe handling. Immediate intervention was required to prevent a serious incident.",1,Line of Fire,pipe handling,Processing Plant,unsafe positioning,Near Miss,Gujarat Field
OIL_00744,A routine inspection identified inadequate gas testing during grinding. The issue was corrected without significant safety exposure.,0,Hot Work,grinding,Processing Plant,inadequate gas testing,UC Observation,Tripura Field
OIL_00745,"During fabrication, a minor issue involving insufficient fire watch was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,fabrication,Production Facility,insufficient fire watch,Near Miss,West Bengal Field
OIL_00746,A routine inspection identified overloaded crane during material lifting. The issue was corrected without significant safety exposure.,0,Lifting Operations,material lifting,Warehouse,overloaded crane,UC Observation,Digboi Field
OIL_00747,A routine inspection identified incomplete isolation during equipment servicing. The issue was corrected without significant safety exposure.,0,None,equipment servicing,Well Pad,incomplete isolation,UA Observation,Tripura Field
OIL_00748,"A transportation activity was observed with driver distraction. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Driving,transportation,Remote Site,driver distraction,UC Observation,West Bengal Field
OIL_00749,A low-severity observation was recorded during material storage involving incorrect storage. No high-consequence hazard was identified.,0,None,material storage,Office,incorrect storage,Near Miss,Digboi Field
OIL_00750,A routine inspection identified unsupported excavation wall during earthwork. The issue was corrected without significant safety exposure.,0,None,earthwork,Well Pad,unsupported excavation wall,UA Observation,Digboi Field
OIL_00751,A low-severity observation was recorded during routine inspection involving poor labeling. No high-consequence hazard was identified.,0,None,routine inspection,Office,poor labeling,Near Miss,Odisha Field
OIL_00752,A low-severity observation was recorded during electrical repair involving inadequate grounding. No high-consequence hazard was identified.,0,Electrical Safety,electrical repair,Production Facility,inadequate grounding,UC Observation,Naharkatiya Field
OIL_00753,A low-severity observation was recorded during lifting operation involving unsafe positioning. No high-consequence hazard was identified.,0,None,lifting operation,Drilling Site,unsafe positioning,Near Miss,Rajasthan Field
OIL_00754,A routine inspection identified flammable material not removed during welding. The issue was corrected without significant safety exposure.,0,Hot Work,welding,Tank Farm,flammable material not removed,UC Observation,West Bengal Field
OIL_00755,"A underground utility work activity was observed with missing utility identification. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Excavation,underground utility work,Well Pad,missing utility identification,UC Observation,Gujarat Field
OIL_00756,"During routine work, incorrect valve identification was observed in the area. The condition was addressed as part of normal housekeeping and safety monitoring.",0,None,pipeline maintenance,Well Pad,incorrect valve identification,UA Observation,Rajasthan Field
OIL_00757,"During material storage, a minor issue involving poor labeling was observed. No significant exposure to serious injury or fatality potential was identified.",0,None,material storage,Warehouse,poor labeling,UC Observation,Assam Field
OIL_00758,Personnel were observed during vehicle driving; speeding was noted and corrected as a routine safety improvement.,0,None,vehicle driving,Plant Road,speeding,UC Observation,Gujarat Field
OIL_00759,"A electrical repair activity was observed with incorrect PPE. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Electrical Safety,electrical repair,Processing Plant,incorrect PPE,Incident Report,Digboi Field
OIL_00760,Personnel were observed during foundation work; missing utility identification was noted and corrected as a routine safety improvement.,0,None,foundation work,Pipeline Corridor,missing utility identification,UA Observation,Tripura Field
OIL_00761,A low-severity observation was recorded during grinding involving poor spark containment. No high-consequence hazard was identified.,0,Hot Work,grinding,Production Facility,poor spark containment,UC Observation,Odisha Field
OIL_00762,Personnel were observed during cable installation; inadequate grounding was noted and corrected as a routine safety improvement.,0,Electrical Safety,cable installation,Production Facility,inadequate grounding,UC Observation,Naharkatiya Field
OIL_00763,"A excavation activity was observed with unsupported excavation wall. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Excavation,excavation,Well Pad,unsupported excavation wall,Near Miss,Naharkatiya Field
OIL_00764,"A scaffold work activity was observed with inadequate scaffold inspection. Personnel were potentially exposed to a high-consequence event, but no injury occurred.",1,Working at Height,scaffold work,Tank Farm,inadequate scaffold inspection,UC Observation,Bihar Field
OIL_00765,A routine inspection identified incorrect valve identification during valve replacement. The issue was corrected without significant safety exposure.,0,None,valve replacement,Maintenance Workshop,incorrect valve identification,UC Observation,Assam Field
OIL_00766,Personnel were observed during welding; inadequate gas testing was noted and corrected as a routine safety improvement.,0,None,welding,Fabrication Yard,inadequate gas testing,UA Observation,Gujarat Field
